sample_token,instance_token,ade,fde
c923fe08b2ff4e27975d2bf30934383b,6dd2cbf4c24b4caeb625035869bca7b5,0.012255065143108368,0.0729999989271164
c923fe08b2ff4e27975d2bf30934383b,48d58b69b40149aeb2e64aa4b1a9192f,10.221159934997559,16.597654342651367
c923fe08b2ff4e27975d2bf30934383b,bd26c2cdb22d4bb1834e808c89128898,0.06900287419557571,0.17849743366241455
c923fe08b2ff4e27975d2bf30934383b,6e04e175f20d402f8cbbdf701fe99d92,11.515647888183594,19.105873107910156
c923fe08b2ff4e27975d2bf30934383b,f4b2632a2f9947da9f7959a3bd0e322c,0.15892989933490753,0.215371772646904
c923fe08b2ff4e27975d2bf30934383b,c08be936e0394352b11760ede982d6fd,9.351519584655762,15.231854438781738
c923fe08b2ff4e27975d2bf30934383b,bbd6c47a20e34276bc6f2cfbc6ba6205,9.744328498840332,14.955129623413086
c923fe08b2ff4e27975d2bf30934383b,03e81d6b45c34d56bc1a886919722f7f,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,3c7d5216d6bd4e1ba7a982c7274214b1,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,91f0f127e46a49829700247cf534d9fd,9.72714900970459,15.556435585021973
c923fe08b2ff4e27975d2bf30934383b,3843d35144d84c02b387678f9bc7f2ed,13.60006332397461,22.219255447387695
c923fe08b2ff4e27975d2bf30934383b,f138c230c29a4cb3b7b50155babe4e90,11.019503593444824,18.014551162719727
c923fe08b2ff4e27975d2bf30934383b,be2c3211bef04f5b8d422ced129735d3,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,bc38961ca0ac4b14ab90e547ba79fbb6,27.044105529785156,48.732139587402344
c923fe08b2ff4e27975d2bf30934383b,81714918a9f54bda9e2b52dd7ce362e5,0.0036897461395710707,0.02941088192164898
c923fe08b2ff4e27975d2bf30934383b,e91afa15647c4c4994f19aeb302c7179,0.4196600914001465,0.5735428929328918
c923fe08b2ff4e27975d2bf30934383b,56a71c208ac6472f90b6a82529a6ce61,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,03d01c950f044575b69137f069345db0,9.899662971496582,16.302047729492188
c923fe08b2ff4e27975d2bf30934383b,8705ebefeb7746468d837fb138a1a121,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,16dc951205cb4f8299f5915313436d69,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,100427ca2fab4537b068582d5525495a,0.026800185441970825,0.049477264285087585
c923fe08b2ff4e27975d2bf30934383b,3b54d4dd46f24f91a36799f2d0ed801e,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,37f12d00c86d4b5689326f7b98189b81,11.532822608947754,18.833349227905273
c923fe08b2ff4e27975d2bf30934383b,1610b41e5fdc4a3f939033ca8d4fc700,10.039259910583496,16.35488510131836
c923fe08b2ff4e27975d2bf30934383b,59cfdb95669549b580058fc56d27b132,10.953326225280762,17.16722869873047
c923fe08b2ff4e27975d2bf30934383b,2f5921c1c2ed4d6194ab1bfe9e538a8e,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,c0741f8b4da3440e9686de5eb7363668,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,01c083253f30417dbe374f84e8ba6c19,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,42641eb6adcb4f8f8def8ef129d9e843,0.07184457033872604,0.05131277069449425
c923fe08b2ff4e27975d2bf30934383b,05739869b03543b4ae5e7b2b6ed47e6d,0.010384860448539257,0.02846049889922142
c923fe08b2ff4e27975d2bf30934383b,7c80918c0074444c87801c6123fbed80,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,e3c5b72c12c34c85aac247734ad83bef,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,9f6aafa40e69441483fb49b46070f22c,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,4080c30aa7104d91ad005a50b18f6108,0.7761609554290771,1.446192979812622
c923fe08b2ff4e27975d2bf30934383b,b4db946778484c2195efa320571f53dc,11.451333045959473,19.055418014526367
c923fe08b2ff4e27975d2bf30934383b,58ce00fe2eb547acaa7f792ff2b11742,9.70103645324707,15.863595008850098
c923fe08b2ff4e27975d2bf30934383b,cf04a584e9d54f44a9000e98cda623de,10.767048835754395,17.69011688232422
c923fe08b2ff4e27975d2bf30934383b,da622cff51e24d318855473f432f63bc,9.772254943847656,16.005712509155273
c923fe08b2ff4e27975d2bf30934383b,e2f67391cb914b0cbdda3995dbc397f8,0.17829976975917816,0.2707887589931488
c923fe08b2ff4e27975d2bf30934383b,a60047adc78a4b6895702e86b6d2fe88,34.9862174987793,56.172725677490234
c923fe08b2ff4e27975d2bf30934383b,d7e840afc77247278b0b6346c07921e5,9.680327415466309,15.137179374694824
c923fe08b2ff4e27975d2bf30934383b,7ba3f4fee7b44e85986fe47846a67cf5,0.2506963312625885,0.46991968154907227
c923fe08b2ff4e27975d2bf30934383b,95fc384cb4994ffe9a5caf914274ab22,10.372838020324707,17.1035213470459
c923fe08b2ff4e27975d2bf30934383b,0e79e7bed1d543c9a00acfbf90ff60b3,0.06131326034665108,0.03694615140557289
c923fe08b2ff4e27975d2bf30934383b,e900050c5fe14d77a62da9ab6107abf1,0.7063360214233398,1.181378960609436
c923fe08b2ff4e27975d2bf30934383b,963c99d31d0447acb45808d3452af0e8,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,b77d6bc70844489da846d3a938a48e80,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,3d03622178a2438fa9ed419f2e209ec0,10.776570320129395,17.455759048461914
c923fe08b2ff4e27975d2bf30934383b,28a722d057f24c1989f539d7d4f32fca,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,c1958768d48640948f6053d04cffd35b,37.36333465576172,58.49959182739258
c923fe08b2ff4e27975d2bf30934383b,91b65783daac459aa0bc1abb4887afe7,0.0,0.0
c923fe08b2ff4e27975d2bf30934383b,808a988e37a64f3c9d7961826acd1e7e,0.016891559585928917,0.049704018980264664
c923fe08b2ff4e27975d2bf30934383b,5ae085634a294735ada287659b488378,0.012817959301173687,0.02692582458257675
f1e3d9d08f044c439ce86a2d6fcca57b,6dd2cbf4c24b4caeb625035869bca7b5,0.022344939410686493,0.1210784912109375
f1e3d9d08f044c439ce86a2d6fcca57b,48d58b69b40149aeb2e64aa4b1a9192f,10.145356178283691,16.486515045166016
f1e3d9d08f044c439ce86a2d6fcca57b,bd26c2cdb22d4bb1834e808c89128898,0.06212975084781647,0.16608686745166779
f1e3d9d08f044c439ce86a2d6fcca57b,6e04e175f20d402f8cbbdf701fe99d92,11.453347206115723,18.950420379638672
f1e3d9d08f044c439ce86a2d6fcca57b,f4b2632a2f9947da9f7959a3bd0e322c,0.16690929234027863,0.26009997725486755
f1e3d9d08f044c439ce86a2d6fcca57b,c08be936e0394352b11760ede982d6fd,10.034656524658203,16.369625091552734
f1e3d9d08f044c439ce86a2d6fcca57b,c4041d3882c344338031b18ef5484631,10.74413013458252,17.598861694335938
f1e3d9d08f044c439ce86a2d6fcca57b,bbd6c47a20e34276bc6f2cfbc6ba6205,9.318306922912598,14.401337623596191
f1e3d9d08f044c439ce86a2d6fcca57b,03e81d6b45c34d56bc1a886919722f7f,0.0,0.0
f1e3d9d08f044c439ce86a2d6fcca57b,3c7d5216d6bd4e1ba7a982c7274214b1,0.0,0.0
f1e3d9d08f044c439ce86a2d6fcca57b,91f0f127e46a49829700247cf534d9fd,10.943076133728027,17.8703670501709
f1e3d9d08f044c439ce86a2d6fcca57b,3843d35144d84c02b387678f9bc7f2ed,13.510954856872559,22.1082763671875
f1e3d9d08f044c439ce86a2d6fcca57b,f138c230c29a4cb3b7b50155babe4e90,10.995997428894043,17.967742919921875
f1e3d9d08f044c439ce86a2d6fcca57b,be2c3211bef04f5b8d422ced129735d3,0.0,0.0
f1e3d9d08f044c439ce86a2d6fcca57b,bc38961ca0ac4b14ab90e547ba79fbb6,25.270851135253906,43.2783088684082
